"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"M_HDL_C","Cholesterol in Medium HDL","LC","1.015(95% CI:0.869-1.186; P=0.8508187239)","0.896(95% CI:0.863-0.929; P=0.0000000047)","0.954(95% CI:0.79-1.152; P=0.6268322389)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_CE","Cholesteryl Esters in Medium HDL","LC","1.009(95% CI:0.864-1.177; P=0.9126298108)","0.897(95% CI:0.865-0.93; P=0.0000000063)","0.946(95% CI:0.784-1.142; P=0.5662040117)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_FC","Free Cholesterol in Medium HDL","LC","1.036(95% CI:0.885-1.213; P=0.6589623679)","0.9(95% CI:0.866-0.934; P=0.0000000382)","0.985(95% CI:0.815-1.19; P=0.8754791126)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_PL","Phospholipids in Medium HDL","LC","1.064(95% CI:0.908-1.246; P=0.4443075501)","0.964(95% CI:0.93-0.999; P=0.0456730612)","1.045(95% CI:0.867-1.26; P=0.6418404528)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_TG","Triglycerides in Medium HDL","LC","1.133(95% CI:0.981-1.309; P=0.0887712429)","1.096(95% CI:1.061-1.132; P=0.0000000327)","1.202(95% CI:1.019-1.417; P=0.0286478613)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_C","Cholesterol in Medium LDL","LC","0.935(95% CI:0.801-1.09; P=0.3886942394)","0.845(95% CI:0.817-0.874; P=0)","0.957(95% CI:0.798-1.147; P=0.6340630917)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_CE","Cholesteryl Esters in Medium LDL","LC","0.954(95% CI:0.817-1.114; P=0.5505583354)","0.865(95% CI:0.836-0.895; P=0)","0.991(95% CI:0.826-1.19; P=0.9252794718)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_FC","Free Cholesterol in Medium LDL","LC","0.895(95% CI:0.77-1.039; P=0.1440178777)","0.806(95% CI:0.78-0.834; P=0)","0.882(95% CI:0.738-1.055; P=0.1707000596)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_PL","Phospholipids in Medium LDL","LC","0.955(95% CI:0.819-1.114; P=0.5574178095)","0.85(95% CI:0.822-0.88; P=0)","0.976(95% CI:0.814-1.17; P=0.7935604855)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_TG","Triglycerides in Medium LDL","LC","1.193(95% CI:1.038-1.373; P=0.0132130528)","1.086(95% CI:1.052-1.122; P=0.0000003523)","1.268(95% CI:1.084-1.484; P=0.0029762579)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_C","Cholesterol in Medium VLDL","LC","0.926(95% CI:0.796-1.077; P=0.3168600996)","0.843(95% CI:0.815-0.872; P=0)","0.914(95% CI:0.764-1.094; P=0.3283869417)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","LC","0.898(95% CI:0.774-1.042; P=0.1556639757)","0.826(95% CI:0.798-0.854; P=0)","0.867(95% CI:0.725-1.037; P=0.1188297655)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","LC","0.973(95% CI:0.835-1.134; P=0.7285816088)","0.881(95% CI:0.851-0.912; P=0)","0.992(95% CI:0.828-1.189; P=0.9339226605)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_PL","Phospholipids in Medium VLDL","LC","1(95% CI:0.858-1.166; P=0.9983299287)","0.901(95% CI:0.871-0.933; P=0.0000000024)","1.035(95% CI:0.864-1.24; P=0.7096481482)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_TG","Triglycerides in Medium VLDL","LC","1.08(95% CI:0.93-1.254; P=0.3130399062)","1(95% CI:0.966-1.035; P=0.9883612124)","1.157(95% CI:0.97-1.382; P=0.1053588084)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"MUFA","Monounsaturated Fatty Acids","LC","1.174(95% CI:1.007-1.369; P=0.0408200299)","1.115(95% CI:1.079-1.153; P=0.0000000001)","1.237(95% CI:1.036-1.477; P=0.0189282889)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"non_HDL_C","Total Cholesterol Minus HDL-C","LC","0.922(95% CI:0.791-1.075; P=0.2991027456)","0.836(95% CI:0.809-0.863; P=0)","0.917(95% CI:0.767-1.096; P=0.3388118415)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Omega_3","Omega-3 Fatty Acids","LC","0.91(95% CI:0.776-1.068; P=0.2488495713)","0.797(95% CI:0.769-0.826; P=0)","0.879(95% CI:0.728-1.063; P=0.1845367214)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Omega_6","Omega-6 Fatty Acids","LC","1.079(95% CI:0.919-1.268; P=0.354579892)","0.834(95% CI:0.806-0.863; P=0)","1.097(95% CI:0.911-1.322; P=0.326850126)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phe","Phenylalanine","LC","1.042(95% CI:0.903-1.202; P=0.576698902)","0.999(95% CI:0.967-1.033; P=0.9724087267)","0.98(95% CI:0.817-1.176; P=0.8308827183)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phosphatidylc","Phosphatidylcholines","LC","1.076(95% CI:0.91-1.274; P=0.3908468414)","0.863(95% CI:0.833-0.894; P=0)","1.062(95% CI:0.879-1.283; P=0.5329883495)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phosphoglyc","Phosphoglycerides","LC","1.062(95% CI:0.9-1.255; P=0.475147613)","0.891(95% CI:0.86-0.923; P=0.0000000002)","1.057(95% CI:0.876-1.276; P=0.5610826971)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"PUFA","Polyunsaturated Fatty Acids","LC","1.04(95% CI:0.88-1.229; P=0.6465640306)","0.805(95% CI:0.778-0.833; P=0)","1.045(95% CI:0.864-1.262; P=0.6517127631)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Pyruvate","Pyruvate","LC","1.121(95% CI:0.979-1.283; P=0.0995723324)","1.091(95% CI:1.064-1.119; P=0)","1.107(95% CI:0.938-1.307; P=0.2282068694)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","LC","0.951(95% CI:0.814-1.111; P=0.523010167)","0.859(95% CI:0.831-0.888; P=0)","0.946(95% CI:0.79-1.133; P=0.5455731651)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_C","Cholesterol in Small HDL","LC","0.974(95% CI:0.835-1.135; P=0.7314409198)","0.884(95% CI:0.855-0.915; P=0)","1.013(95% CI:0.844-1.214; P=0.8924569594)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_CE","Cholesteryl Esters in Small HDL","LC","0.94(95% CI:0.808-1.093; P=0.4233507133)","0.884(95% CI:0.855-0.914; P=0)","0.972(95% CI:0.812-1.164; P=0.7614098348)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_FC","Free Cholesterol in Small HDL","LC","1.084(95% CI:0.924-1.271; P=0.3247072268)","0.908(95% CI:0.877-0.94; P=0.0000000562)","1.125(95% CI:0.937-1.35; P=0.2059436467)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_PL","Phospholipids in Small HDL","LC","1.076(95% CI:0.922-1.257; P=0.350856155)","0.983(95% CI:0.95-1.017; P=0.3267012485)","1.141(95% CI:0.954-1.365; P=0.1492255999)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_TG","Triglycerides in Small HDL","LC","1.152(95% CI:0.999-1.328; P=0.05083052)","1.114(95% CI:1.078-1.151; P=0.0000000001)","1.253(95% CI:1.062-1.478; P=0.0074096085)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_C","Cholesterol in Small LDL","LC","0.941(95% CI:0.808-1.096; P=0.4314495066)","0.845(95% CI:0.817-0.874; P=0)","0.952(95% CI:0.794-1.141; P=0.5940395979)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_CE","Cholesteryl Esters in Small LDL","LC","0.963(95% CI:0.826-1.123; P=0.6312972076)","0.866(95% CI:0.837-0.896; P=0)","0.989(95% CI:0.825-1.186; P=0.9070127765)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_FC","Free Cholesterol in Small LDL","LC","0.894(95% CI:0.772-1.036; P=0.1375384312)","0.814(95% CI:0.787-0.841; P=0)","0.871(95% CI:0.729-1.041; P=0.1281933514)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_PL","Phospholipids in Small LDL","LC","0.971(95% CI:0.835-1.129; P=0.7008688635)","0.87(95% CI:0.842-0.9; P=0)","0.979(95% CI:0.818-1.171; P=0.8130943165)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_TG","Triglycerides in Small LDL","LC","1.142(95% CI:0.993-1.313; P=0.0620545756)","1.074(95% CI:1.04-1.109; P=0.000011728)","1.218(95% CI:1.038-1.429; P=0.0158167545)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_C","Cholesterol in Small VLDL","LC","1.003(95% CI:0.86-1.169; P=0.9706698227)","0.92(95% CI:0.889-0.951; P=0.0000013787)","1.036(95% CI:0.866-1.24; P=0.6999000555)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","LC","1.02(95% CI:0.875-1.188; P=0.8019768971)","0.943(95% CI:0.912-0.976; P=0.0006982999)","1.062(95% CI:0.888-1.27; P=0.5097533289)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_FC","Free Cholesterol in Small VLDL","LC","0.976(95% CI:0.838-1.138; P=0.7601007152)","0.884(95% CI:0.854-0.914; P=0)","0.997(95% CI:0.832-1.193; P=0.9709979236)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_PL","Phospholipids in Small VLDL","LC","1.028(95% CI:0.882-1.199; P=0.720545185)","0.92(95% CI:0.889-0.952; P=0.0000018442)","1.072(95% CI:0.896-1.283; P=0.4470609267)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_TG","Triglycerides in Small VLDL","LC","1.16(95% CI:1.004-1.34; P=0.0438167388)","1.057(95% CI:1.022-1.093; P=0.001277968)","1.243(95% CI:1.05-1.472; P=0.0117288383)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"SFA","Saturated Fatty Acids","LC","1.088(95% CI:0.928-1.275; P=0.3002753392)","1.041(95% CI:1.007-1.077; P=0.0176762679)","1.134(95% CI:0.947-1.36; P=0.172254061)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Sphingomyelins","Sphingomyelins","LC","0.944(95% CI:0.808-1.104; P=0.4709162072)","0.88(95% CI:0.85-0.912; P=0)","0.899(95% CI:0.747-1.081; P=0.2575580115)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_C","Total Cholesterol","LC","0.927(95% CI:0.796-1.08; P=0.3337629767)","0.813(95% CI:0.787-0.84; P=0)","0.904(95% CI:0.756-1.08; P=0.2651262138)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_CE","Total Esterified Cholesterol","LC","0.921(95% CI:0.791-1.072; P=0.2882840275)","0.808(95% CI:0.782-0.835; P=0)","0.893(95% CI:0.748-1.067; P=0.2131032409)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FA","Total Fatty Acids","LC","1.107(95% CI:0.94-1.303; P=0.2229446816)","0.985(95% CI:0.952-1.019; P=0.3745658227)","1.146(95% CI:0.953-1.379; P=0.1486636853)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FC","Total Free Cholesterol","LC","0.946(95% CI:0.811-1.104; P=0.4811430769)","0.828(95% CI:0.801-0.856; P=0)","0.933(95% CI:0.779-1.118; P=0.4527459448)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_L","Total Lipids in Lipoprotein Particles","LC","1.001(95% CI:0.853-1.176; P=0.9891935696)","0.875(95% CI:0.846-0.904; P=0)","1.013(95% CI:0.842-1.218; P=0.8938303322)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_PL","Total Phospholipids in Lipoprotein Particles","LC","1.017(95% CI:0.864-1.196; P=0.8426220199)","0.874(95% CI:0.844-0.904; P=0)","1.009(95% CI:0.837-1.215; P=0.927508421)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_TG","Total Triglycerides","LC","1.118(95% CI:0.961-1.301; P=0.1487134932)","1.068(95% CI:1.033-1.105; P=0.0001360063)","1.199(95% CI:1.003-1.434; P=0.0460167707)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Tyr","Tyrosine","LC","0.916(95% CI:0.786-1.067; P=0.2595492427)","0.953(95% CI:0.921-0.986; P=0.0058119617)","0.862(95% CI:0.714-1.04; P=0.1209449777)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Unsaturation","Degree of Unsaturation","LC","0.828(95% CI:0.719-0.954; P=0.0091347973)","0.719(95% CI:0.695-0.743; P=0)","0.763(95% CI:0.64-0.908; P=0.0024049115)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Val","Valine","LC","0.824(95% CI:0.701-0.968; P=0.0187998097)","0.915(95% CI:0.883-0.948; P=0.0000010772)","0.822(95% CI:0.677-0.999; P=0.0487916922)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_C","VLDL Cholesterol","LC","1(95% CI:0.855-1.169; P=0.9987264419)","0.929(95% CI:0.898-0.961; P=0.0000196602)","1.029(95% CI:0.857-1.234; P=0.7628512185)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_CE","Cholesteryl Esters in VLDL","LC","0.98(95% CI:0.839-1.144; P=0.7958629898)","0.909(95% CI:0.879-0.941; P=0.0000000322)","0.997(95% CI:0.832-1.195; P=0.9765224059)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_FC","Free Cholesterol in VLDL","LC","1.032(95% CI:0.884-1.204; P=0.690279313)","0.963(95% CI:0.93-0.996; P=0.0284295525)","1.082(95% CI:0.903-1.297; P=0.3938497352)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_L","Total Lipids in VLDL","LC","1.065(95% CI:0.91-1.247; P=0.4335771522)","1.005(95% CI:0.972-1.041; P=0.7541695205)","1.129(95% CI:0.938-1.358; P=0.1987960498)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_PL","Phospholipids in VLDL","LC","1.061(95% CI:0.909-1.238; P=0.4537804716)","0.991(95% CI:0.957-1.025; P=0.5844915461)","1.12(95% CI:0.935-1.343; P=0.2183876725)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_TG","Triglycerides in VLDL","LC","1.093(95% CI:0.94-1.27; P=0.2466188512)","1.056(95% CI:1.02-1.092; P=0.0018258544)","1.175(95% CI:0.983-1.405; P=0.0762211128)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_C","Cholesterol in Very Large HDL","LC","0.972(95% CI:0.835-1.131; P=0.714053463)","0.879(95% CI:0.846-0.914; P=0.0000000001)","0.857(95% CI:0.705-1.042; P=0.1220264732)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","LC","0.972(95% CI:0.835-1.132; P=0.714826766)","0.868(95% CI:0.835-0.903; P=0)","0.855(95% CI:0.703-1.041; P=0.118996859)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","LC","0.974(95% CI:0.838-1.131; P=0.7269679487)","0.925(95% CI:0.892-0.96; P=0.0000317246)","0.87(95% CI:0.72-1.053; P=0.1529119691)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_PL","Phospholipids in Very Large HDL","LC","0.985(95% CI:0.844-1.15; P=0.8477910037)","0.918(95% CI:0.884-0.954; P=0.0000120673)","0.866(95% CI:0.71-1.056; P=0.155861385)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_TG","Triglycerides in Very Large HDL","LC","1.153(95% CI:0.998-1.332; P=0.0538032957)","1.037(95% CI:1.003-1.072; P=0.0308743874)","1.182(95% CI:1.002-1.393; P=0.0466224819)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_C","Cholesterol in Very Large VLDL","LC","1.049(95% CI:0.903-1.22; P=0.5306424017)","1.007(95% CI:0.974-1.042; P=0.6720256844)","1.122(95% CI:0.94-1.34; P=0.2029047241)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","LC","1.028(95% CI:0.883-1.197; P=0.7215010249)","0.976(95% CI:0.943-1.01; P=0.1629373313)","1.092(95% CI:0.912-1.306; P=0.3374003482)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","LC","1.068(95% CI:0.922-1.237; P=0.3799102934)","1.039(95% CI:1.005-1.075; P=0.0245359862)","1.146(95% CI:0.965-1.361; P=0.1211497631)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","LC","1.074(95% CI:0.928-1.243; P=0.3358012505)","1.051(95% CI:1.016-1.087; P=0.0035296684)","1.155(95% CI:0.974-1.37; P=0.0983963321)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","LC","1.078(95% CI:0.933-1.246; P=0.3065797612)","1.073(95% CI:1.038-1.109; P=0.0000295213)","1.164(95% CI:0.982-1.38; P=0.0802572113)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_C","Cholesterol in Very Small VLDL","LC","0.968(95% CI:0.829-1.13; P=0.6797294122)","0.897(95% CI:0.867-0.928; P=0.0000000005)","0.951(95% CI:0.794-1.14; P=0.5900796541)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","LC","0.944(95% CI:0.81-1.1; P=0.460749936)","0.878(95% CI:0.849-0.909; P=0)","0.92(95% CI:0.768-1.102; P=0.3644197384)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","LC","1.031(95% CI:0.883-1.203; P=0.7022401962)","0.949(95% CI:0.917-0.981; P=0.0024168881)","1.037(95% CI:0.867-1.24; P=0.6905498392)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","LC","1.078(95% CI:0.924-1.257; P=0.3383990533)","0.997(95% CI:0.964-1.031; P=0.8461835601)","1.097(95% CI:0.92-1.309; P=0.3035240283)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","LC","1.197(95% CI:1.039-1.378; P=0.0126210409)","1.108(95% CI:1.073-1.144; P=0.0000000004)","1.258(95% CI:1.073-1.476; P=0.0046889877)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","LC","1.083(95% CI:0.939-1.249; P=0.2737849689)","1.08(95% CI:1.045-1.115; P=0.0000044089)","1.159(95% CI:0.979-1.371; P=0.0865549987)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","LC","1.077(95% CI:0.933-1.244; P=0.3101091094)","1.069(95% CI:1.034-1.105; P=0.0000758371)","1.151(95% CI:0.971-1.364; P=0.1047164393)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","LC","1.086(95% CI:0.944-1.249; P=0.2508781287)","1.089(95% CI:1.054-1.124; P=0.0000002043)","1.158(95% CI:0.983-1.365; P=0.0794132793)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","LC","1.084(95% CI:0.944-1.245; P=0.2542731978)","1.095(95% CI:1.06-1.13; P=0.0000000245)","1.156(95% CI:0.983-1.361; P=0.0804420327)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","LC","1.062(95% CI:0.921-1.225; P=0.4063902335)","1.09(95% CI:1.055-1.125; P=0.0000001218)","1.139(95% CI:0.964-1.346; P=0.1255058402)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetate","Acetate","PCa","1.029(95% CI:0.97-1.092; P=0.3375644488)","0.992(95% CI:0.97-1.013; P=0.4436585735)","1.011(95% CI:0.926-1.103; P=0.8083136523)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetoacetate","Acetoacetate","PCa","0.968(95% CI:0.879-1.066; P=0.5083014738)","1.006(95% CI:0.987-1.025; P=0.5515575443)","0.944(95% CI:0.846-1.053; P=0.3029656458)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetone","Acetone","PCa","0.948(95% CI:0.853-1.053; P=0.3178075592)","1.018(95% CI:0.999-1.037; P=0.0650783895)","0.956(95% CI:0.858-1.066; P=0.4177989852)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Ala","Alanine","PCa","0.946(95% CI:0.862-1.04; P=0.2512994346)","0.939(95% CI:0.921-0.958; P=0.0000000006)","0.999(95% CI:0.901-1.109; P=0.9912198716)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Albumin","Albumin","PCa","1.084(95% CI:0.981-1.197; P=0.1128420405)","1.003(95% CI:0.983-1.024; P=0.748155076)","1.091(95% CI:0.982-1.212; P=0.1052454094)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoA1","Apolipoprotein A1","PCa","0.969(95% CI:0.885-1.062; P=0.502492136)","1.012(95% CI:0.993-1.032; P=0.2120129172)","0.986(95% CI:0.891-1.092; P=0.7912072897)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoB","Apolipoprotein B","PCa","1.126(95% CI:1.024-1.238; P=0.0143603856)","1.004(95% CI:0.984-1.024; P=0.690347225)","1.156(95% CI:1.042-1.283; P=0.0063044455)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"bOHbutyrate","3-Hydroxybutyrate","PCa","0.929(95% CI:0.836-1.033; P=0.172103951)","1.011(95% CI:0.992-1.03; P=0.2751188349)","0.961(95% CI:0.862-1.072; P=0.4774285022)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Cholines","Total Cholines","PCa","1.047(95% CI:0.951-1.153; P=0.3452980748)","1.001(95% CI:0.981-1.02; P=0.9479850496)","1.088(95% CI:0.982-1.206; P=0.1083670563)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Citrate","Citrate","PCa","0.886(95% CI:0.803-0.977; P=0.0150702313)","0.976(95% CI:0.957-0.996; P=0.0176805896)","0.91(95% CI:0.819-1.01; P=0.0752586358)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Clinical_LDL_C","Clinical LDL Cholesterol","PCa","1.129(95% CI:1.026-1.242; P=0.0131424749)","1.025(95% CI:1.005-1.045; P=0.0151094786)","1.147(95% CI:1.032-1.276; P=0.0109601182)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Creatinine","Creatinine","PCa","0.986(95% CI:0.9-1.081; P=0.7669367289)","1.007(95% CI:0.988-1.026; P=0.4674300553)","1.064(95% CI:0.962-1.178; P=0.2270025891)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"DHA","Docosahexaenoic Acid","PCa","0.969(95% CI:0.884-1.061; P=0.4931333027)","1.077(95% CI:1.058-1.097; P=0)","0.991(95% CI:0.895-1.097; P=0.8605235617)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Gln","Glutamine","PCa","1.028(95% CI:0.938-1.127; P=0.5546167549)","0.989(95% CI:0.97-1.009; P=0.2857421118)","1.046(95% CI:0.943-1.16; P=0.3932636217)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Glucose","Glucose","PCa","0.903(95% CI:0.821-0.993; P=0.0358111216)","0.946(95% CI:0.927-0.965; P=0.0000001035)","0.894(95% CI:0.802-0.997; P=0.0440023136)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Gly","Glycine","PCa","0.979(95% CI:0.892-1.075; P=0.6549911043)","0.982(95% CI:0.962-1.001; P=0.0671063137)","1.061(95% CI:0.958-1.175; P=0.2538804519)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"GlycA","Glycoprotein Acetyls","PCa","1.065(95% CI:0.971-1.168; P=0.1806179337)","0.961(95% CI:0.942-0.981; P=0.0001071673)","1.124(95% CI:1.015-1.245; P=0.0249343395)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_C","HDL Cholesterol","PCa","0.96(95% CI:0.878-1.05; P=0.3706008239)","1.034(95% CI:1.014-1.054; P=0.0007532126)","0.961(95% CI:0.869-1.063; P=0.439873482)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_CE","Cholesteryl Esters in HDL","PCa","0.959(95% CI:0.877-1.048; P=0.3549048893)","1.036(95% CI:1.016-1.056; P=0.0002990994)","0.956(95% CI:0.864-1.057; P=0.3796672209)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_FC","Free Cholesterol in HDL","PCa","0.961(95% CI:0.878-1.053; P=0.3948387658)","1.022(95% CI:1.003-1.042; P=0.0245988721)","0.977(95% CI:0.883-1.079; P=0.6429131569)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_L","Total Lipids in HDL","PCa","0.957(95% CI:0.873-1.049; P=0.3471911835)","1.017(95% CI:0.998-1.037; P=0.0804990076)","0.971(95% CI:0.877-1.075; P=0.5763063322)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_PL","Phospholipids in HDL","PCa","0.952(95% CI:0.868-1.044; P=0.299281132)","1.01(95% CI:0.991-1.03; P=0.296804216)","0.969(95% CI:0.874-1.073; P=0.5410239793)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_TG","Triglycerides in HDL","PCa","1.016(95% CI:0.926-1.115; P=0.7374292622)","0.948(95% CI:0.929-0.968; P=0.0000003296)","1.054(95% CI:0.952-1.166; P=0.314215697)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"His","Histidine","PCa","1.036(95% CI:0.943-1.139; P=0.4592881665)","1.02(95% CI:1-1.04; P=0.0479832766)","1.055(95% CI:0.951-1.171; P=0.3099316377)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_C","Cholesterol in IDL","PCa","1.091(95% CI:0.994-1.197; P=0.0653512359)","1.029(95% CI:1.009-1.049; P=0.0040651575)","1.109(95% CI:1.001-1.229; P=0.0478954546)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
