"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"His","Histidine","LC","0.931(95% CI:0.786-1.103; P=0.4083688351)","0.903(95% CI:0.87-0.937; P=0.0000000613)","0.819(95% CI:0.675-0.993; P=0.0424735297)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"IDL_C","Cholesterol in IDL","LC","0.86(95% CI:0.729-1.015; P=0.0740104862)","0.845(95% CI:0.816-0.874; P=0)","0.852(95% CI:0.707-1.028; P=0.0943237594)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"IDL_CE","Cholesteryl Esters in IDL","LC","0.871(95% CI:0.737-1.029; P=0.1036514106)","0.841(95% CI:0.812-0.871; P=0)","0.865(95% CI:0.717-1.044; P=0.1318582234)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"IDL_FC","Free Cholesterol in IDL","LC","0.835(95% CI:0.707-0.985; P=0.032891935)","0.858(95% CI:0.828-0.888; P=0)","0.822(95% CI:0.68-0.995; P=0.0439876881)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"IDL_PL","Phospholipids in IDL","LC","0.87(95% CI:0.735-1.03; P=0.1049608706)","0.87(95% CI:0.84-0.901; P=0)","0.869(95% CI:0.718-1.052; P=0.1499786929)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"IDL_TG","Triglycerides in IDL","LC","1.163(95% CI:0.988-1.369; P=0.0703060489)","1.033(95% CI:0.999-1.069; P=0.0605404561)","1.178(95% CI:0.988-1.403; P=0.0674084414)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Ile","Isoleucine","LC","0.892(95% CI:0.751-1.059; P=0.1911324632)","1.001(95% CI:0.967-1.037; P=0.9442602822)","0.856(95% CI:0.697-1.053; P=0.1409798362)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_HDL_C","Cholesterol in Large HDL","LC","0.96(95% CI:0.798-1.154; P=0.6626446044)","0.929(95% CI:0.89-0.97; P=0.0009037381)","0.913(95% CI:0.732-1.139; P=0.4181408927)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_HDL_CE","Cholesteryl Esters in Large HDL","LC","0.957(95% CI:0.796-1.151; P=0.6401157673)","0.926(95% CI:0.886-0.967; P=0.0004936583)","0.91(95% CI:0.729-1.135; P=0.4028613315)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_HDL_FC","Free Cholesterol in Large HDL","LC","0.964(95% CI:0.803-1.157; P=0.6937666784)","0.941(95% CI:0.901-0.982; P=0.005531806)","0.916(95% CI:0.736-1.141; P=0.4329335806)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_HDL_PL","Phospholipids in Large HDL","LC","1.001(95% CI:0.835-1.202; P=0.9876495418)","0.965(95% CI:0.925-1.007; P=0.099945179)","0.955(95% CI:0.77-1.184; P=0.6750441405)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_HDL_TG","Triglycerides in Large HDL","LC","1.142(95% CI:0.971-1.342; P=0.1085123811)","1.011(95% CI:0.976-1.047; P=0.5411202197)","1.129(95% CI:0.945-1.347; P=0.1814576519)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_LDL_C","Cholesterol in Large LDL","LC","0.841(95% CI:0.715-0.99; P=0.0378284712)","0.84(95% CI:0.812-0.869; P=0)","0.84(95% CI:0.698-1.011; P=0.0650869837)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_LDL_CE","Cholesteryl Esters in Large LDL","LC","0.847(95% CI:0.719-0.999; P=0.048377767)","0.843(95% CI:0.815-0.872; P=0)","0.849(95% CI:0.704-1.023; P=0.08481397)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_LDL_FC","Free Cholesterol in Large LDL","LC","0.828(95% CI:0.703-0.974; P=0.0231612867)","0.835(95% CI:0.807-0.864; P=0)","0.822(95% CI:0.681-0.991; P=0.0403303314)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_LDL_PL","Phospholipids in Large LDL","LC","0.86(95% CI:0.728-1.015; P=0.074942661)","0.848(95% CI:0.82-0.878; P=0)","0.864(95% CI:0.715-1.043; P=0.1283565816)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_LDL_TG","Triglycerides in Large LDL","LC","1.163(95% CI:0.988-1.37; P=0.070117711)","1.024(95% CI:0.99-1.06; P=0.1731666671)","1.19(95% CI:0.999-1.417; P=0.0515633904)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_VLDL_C","Cholesterol in Large VLDL","LC","1.05(95% CI:0.884-1.248; P=0.5778304018)","0.95(95% CI:0.916-0.984; P=0.0048931039)","1.065(95% CI:0.875-1.296; P=0.5323769408)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_VLDL_CE","Cholesteryl Esters in Large VLDL","LC","1.028(95% CI:0.866-1.22; P=0.7535228297)","0.933(95% CI:0.9-0.967; P=0.0001235448)","1.039(95% CI:0.855-1.262; P=0.7014845888)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_VLDL_FC","Free Cholesterol in Large VLDL","LC","1.07(95% CI:0.901-1.27; P=0.4419891658)","0.968(95% CI:0.933-1.003; P=0.0746405719)","1.089(95% CI:0.895-1.324; P=0.394998668)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_VLDL_PL","Phospholipids in Large VLDL","LC","1.092(95% CI:0.921-1.294; P=0.3111765933)","0.98(95% CI:0.946-1.016; P=0.2833064568)","1.109(95% CI:0.913-1.348; P=0.2970747638)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"L_VLDL_TG","Triglycerides in Large VLDL","LC","1.069(95% CI:0.902-1.267; P=0.4398118256)","0.973(95% CI:0.939-1.008; P=0.1327811626)","1.078(95% CI:0.886-1.312; P=0.4507952473)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LA","Linoleic Acid","LC","1.014(95% CI:0.854-1.205; P=0.87107307)","0.841(95% CI:0.813-0.87; P=0)","1.015(95% CI:0.836-1.232; P=0.8776146817)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Lactate","Lactate","LC","1.063(95% CI:0.897-1.258; P=0.4816675743)","1.122(95% CI:1.083-1.163; P=0.0000000002)","1.052(95% CI:0.864-1.282; P=0.6122510383)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LDL_C","LDL Cholesterol","LC","0.854(95% CI:0.725-1.005; P=0.0579045185)","0.846(95% CI:0.818-0.874; P=0)","0.856(95% CI:0.711-1.029; P=0.0979015284)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LDL_CE","Cholesteryl Esters in LDL","LC","0.864(95% CI:0.732-1.02; P=0.0848985051)","0.85(95% CI:0.822-0.879; P=0)","0.87(95% CI:0.721-1.049; P=0.1432296634)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LDL_FC","Free Cholesterol in LDL","LC","0.83(95% CI:0.706-0.976; P=0.0244069523)","0.836(95% CI:0.809-0.865; P=0)","0.826(95% CI:0.687-0.994; P=0.0432567329)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LDL_L","Total Lipids in LDL","LC","0.869(95% CI:0.736-1.026; P=0.0979478862)","0.852(95% CI:0.824-0.881; P=0)","0.875(95% CI:0.726-1.054; P=0.1608790038)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LDL_PL","Phospholipids in LDL","LC","0.873(95% CI:0.739-1.03; P=0.1082111036)","0.852(95% CI:0.823-0.881; P=0)","0.88(95% CI:0.729-1.062; P=0.1833604797)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LDL_TG","Triglycerides in LDL","LC","1.164(95% CI:0.987-1.373; P=0.0705359948)","1.019(95% CI:0.985-1.055; P=0.2749192501)","1.191(95% CI:0.997-1.424; P=0.0543242365)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Leu","Leucine","LC","0.865(95% CI:0.727-1.028; P=0.0988926698)","0.993(95% CI:0.958-1.03; P=0.7042997914)","0.825(95% CI:0.671-1.014; P=0.0673156461)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_C","Cholesterol in Medium HDL","LC","1.01(95% CI:0.847-1.205; P=0.910648636)","0.947(95% CI:0.91-0.986; P=0.0074295695)","0.982(95% CI:0.8-1.205; P=0.8616414514)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_CE","Cholesteryl Esters in Medium HDL","LC","1.005(95% CI:0.844-1.198; P=0.9520164255)","0.95(95% CI:0.913-0.988; P=0.0102268304)","0.976(95% CI:0.796-1.198; P=0.8189441288)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_FC","Free Cholesterol in Medium HDL","LC","1.023(95% CI:0.857-1.221; P=0.8025778515)","0.942(95% CI:0.904-0.981; P=0.0036676016)","1(95% CI:0.816-1.226; P=0.9983274473)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_PL","Phospholipids in Medium HDL","LC","1.072(95% CI:0.9-1.277; P=0.4333644959)","0.99(95% CI:0.953-1.028; P=0.5902483793)","1.06(95% CI:0.869-1.292; P=0.567504721)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_TG","Triglycerides in Medium HDL","LC","1.167(95% CI:0.992-1.372; P=0.0623818505)","1.041(95% CI:1.007-1.078; P=0.0195158791)","1.18(95% CI:0.984-1.414; P=0.0739951908)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_C","Cholesterol in Medium LDL","LC","0.884(95% CI:0.747-1.046; P=0.1520723411)","0.858(95% CI:0.829-0.887; P=0)","0.896(95% CI:0.74-1.085; P=0.2599787645)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_CE","Cholesteryl Esters in Medium LDL","LC","0.906(95% CI:0.763-1.075; P=0.2574239699)","0.868(95% CI:0.839-0.898; P=0)","0.923(95% CI:0.76-1.119; P=0.413972613)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_FC","Free Cholesterol in Medium LDL","LC","0.84(95% CI:0.713-0.99; P=0.0376661153)","0.839(95% CI:0.811-0.868; P=0)","0.842(95% CI:0.698-1.017; P=0.0738930684)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_PL","Phospholipids in Medium LDL","LC","0.897(95% CI:0.758-1.063; P=0.2095391771)","0.858(95% CI:0.829-0.888; P=0)","0.912(95% CI:0.754-1.105; P=0.3480912109)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_TG","Triglycerides in Medium LDL","LC","1.166(95% CI:0.993-1.37; P=0.0606254109)","1.011(95% CI:0.977-1.046; P=0.5344578832)","1.194(95% CI:1.003-1.423; P=0.0467147674)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_C","Cholesterol in Medium VLDL","LC","0.876(95% CI:0.742-1.035; P=0.1203480806)","0.863(95% CI:0.835-0.893; P=0)","0.871(95% CI:0.721-1.052; P=0.1522173056)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","LC","0.848(95% CI:0.719-0.999; P=0.0492655988)","0.857(95% CI:0.828-0.887; P=0)","0.836(95% CI:0.692-1.01; P=0.0633820379)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","LC","0.927(95% CI:0.782-1.099; P=0.3849239828)","0.882(95% CI:0.852-0.913; P=0)","0.931(95% CI:0.768-1.128; P=0.4639577291)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_PL","Phospholipids in Medium VLDL","LC","0.957(95% CI:0.806-1.136; P=0.6125240204)","0.891(95% CI:0.86-0.922; P=0.0000000001)","0.965(95% CI:0.795-1.171; P=0.7171002428)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_TG","Triglycerides in Medium VLDL","LC","1.079(95% CI:0.909-1.28; P=0.3851256696)","0.953(95% CI:0.919-0.987; P=0.0077687283)","1.089(95% CI:0.895-1.325; P=0.393057751)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"MUFA","Monounsaturated Fatty Acids","LC","1.149(95% CI:0.962-1.373; P=0.1259595101)","1.029(95% CI:0.994-1.066; P=0.1077424344)","1.153(95% CI:0.945-1.407; P=0.1595078925)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"non_HDL_C","Total Cholesterol Minus HDL-C","LC","0.874(95% CI:0.74-1.032; P=0.1125755384)","0.855(95% CI:0.828-0.884; P=0)","0.874(95% CI:0.726-1.053; P=0.1568918708)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Omega_3","Omega-3 Fatty Acids","LC","0.934(95% CI:0.782-1.115; P=0.4487254977)","0.887(95% CI:0.855-0.921; P=0.0000000002)","0.911(95% CI:0.744-1.115; P=0.3638313932)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Omega_6","Omega-6 Fatty Acids","LC","1.004(95% CI:0.841-1.198; P=0.9627552638)","0.861(95% CI:0.832-0.891; P=0)","1.002(95% CI:0.824-1.219; P=0.9839022442)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Phe","Phenylalanine","LC","0.967(95% CI:0.809-1.156; P=0.714675778)","1.022(95% CI:0.989-1.055; P=0.1900991638)","0.875(95% CI:0.716-1.07; P=0.1944048365)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Phosphatidylc","Phosphatidylcholines","LC","1.025(95% CI:0.852-1.234; P=0.7901838592)","0.881(95% CI:0.849-0.915; P=0)","1.02(95% CI:0.835-1.246; P=0.8491393908)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Phosphoglyc","Phosphoglycerides","LC","1.017(95% CI:0.847-1.222; P=0.8533899469)","0.905(95% CI:0.872-0.939; P=0.0000001025)","1.012(95% CI:0.83-1.236; P=0.9028549565)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"PUFA","Polyunsaturated Fatty Acids","LC","0.986(95% CI:0.822-1.182; P=0.8760193607)","0.851(95% CI:0.822-0.882; P=0)","0.978(95% CI:0.802-1.194; P=0.8291542993)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Pyruvate","Pyruvate","LC","1.053(95% CI:0.896-1.237; P=0.530194801)","1.075(95% CI:1.045-1.106; P=0.0000006516)","1.047(95% CI:0.866-1.266; P=0.6336218419)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","LC","0.904(95% CI:0.762-1.072; P=0.2443946653)","0.871(95% CI:0.842-0.901; P=0)","0.902(95% CI:0.747-1.089; P=0.2840574653)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_C","Cholesterol in Small HDL","LC","0.946(95% CI:0.798-1.123; P=0.5285962913)","0.903(95% CI:0.872-0.936; P=0.0000000146)","0.972(95% CI:0.8-1.181; P=0.7746270193)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_CE","Cholesteryl Esters in Small HDL","LC","0.922(95% CI:0.78-1.09; P=0.3406442491)","0.907(95% CI:0.876-0.939; P=0.0000000417)","0.943(95% CI:0.78-1.142; P=0.5500721753)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_FC","Free Cholesterol in Small HDL","LC","1.041(95% CI:0.87-1.246; P=0.6589984067)","0.911(95% CI:0.878-0.944; P=0.0000004632)","1.066(95% CI:0.875-1.298; P=0.5284368947)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_PL","Phospholipids in Small HDL","LC","1.078(95% CI:0.904-1.286; P=0.4043065339)","0.97(95% CI:0.936-1.006; P=0.0998543311)","1.104(95% CI:0.905-1.346; P=0.3287945793)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_TG","Triglycerides in Small HDL","LC","1.179(95% CI:1.001-1.39; P=0.0488994951)","1.04(95% CI:1.004-1.078; P=0.0305810786)","1.212(95% CI:1.006-1.46; P=0.0426108172)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_C","Cholesterol in Small LDL","LC","0.883(95% CI:0.747-1.044; P=0.1465229727)","0.858(95% CI:0.829-0.887; P=0)","0.892(95% CI:0.738-1.079; P=0.2400968166)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_CE","Cholesteryl Esters in Small LDL","LC","0.91(95% CI:0.767-1.078; P=0.2744466145)","0.869(95% CI:0.839-0.899; P=0)","0.922(95% CI:0.761-1.118; P=0.4095637662)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_FC","Free Cholesterol in Small LDL","LC","0.833(95% CI:0.709-0.979; P=0.0269150852)","0.845(95% CI:0.818-0.874; P=0)","0.832(95% CI:0.691-1.002; P=0.0526214212)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_PL","Phospholipids in Small LDL","LC","0.893(95% CI:0.757-1.055; P=0.1836846293)","0.87(95% CI:0.841-0.9; P=0)","0.909(95% CI:0.753-1.098; P=0.321859942)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_TG","Triglycerides in Small LDL","LC","1.138(95% CI:0.969-1.336; P=0.1139351767)","1.008(95% CI:0.974-1.043; P=0.6632539307)","1.157(95% CI:0.967-1.386; P=0.1114039859)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_C","Cholesterol in Small VLDL","LC","0.96(95% CI:0.809-1.139; P=0.6398647188)","0.906(95% CI:0.875-0.938; P=0.0000000196)","0.973(95% CI:0.803-1.18; P=0.7833243968)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","LC","0.983(95% CI:0.828-1.165; P=0.8398907123)","0.921(95% CI:0.889-0.953; P=0.0000030162)","0.999(95% CI:0.825-1.211; P=0.9955451162)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_FC","Free Cholesterol in Small VLDL","LC","0.927(95% CI:0.782-1.098; P=0.3772003067)","0.883(95% CI:0.854-0.914; P=0)","0.936(95% CI:0.773-1.133; P=0.4956482493)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_PL","Phospholipids in Small VLDL","LC","0.982(95% CI:0.827-1.165; P=0.8330305566)","0.903(95% CI:0.872-0.935; P=0.0000000094)","0.997(95% CI:0.823-1.208; P=0.9787406047)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_TG","Triglycerides in Small VLDL","LC","1.16(95% CI:0.983-1.368; P=0.0781602371)","0.996(95% CI:0.962-1.032; P=0.8401801477)","1.176(95% CI:0.975-1.42; P=0.090432745)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"SFA","Saturated Fatty Acids","LC","1.065(95% CI:0.889-1.275; P=0.4936881996)","0.99(95% CI:0.956-1.025; P=0.5737113717)","1.073(95% CI:0.88-1.309; P=0.4857982118)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Sphingomyelins","Sphingomyelins","LC","0.881(95% CI:0.74-1.048; P=0.1532966036)","0.895(95% CI:0.862-0.928; P=0.0000000041)","0.866(95% CI:0.711-1.055; P=0.1535619243)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_C","Total Cholesterol","LC","0.876(95% CI:0.742-1.035; P=0.1201409027)","0.842(95% CI:0.814-0.871; P=0)","0.87(95% CI:0.722-1.049; P=0.1450700416)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_CE","Total Esterified Cholesterol","LC","0.87(95% CI:0.737-1.027; P=0.100413518)","0.838(95% CI:0.81-0.867; P=0)","0.862(95% CI:0.715-1.04; P=0.1210399464)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_FA","Total Fatty Acids","LC","1.067(95% CI:0.889-1.282; P=0.484945596)","0.954(95% CI:0.921-0.988; P=0.0084364963)","1.068(95% CI:0.874-1.304; P=0.5214722039)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_FC","Total Free Cholesterol","LC","0.894(95% CI:0.755-1.058; P=0.1922293964)","0.852(95% CI:0.824-0.882; P=0)","0.891(95% CI:0.737-1.077; P=0.2332851484)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_L","Total Lipids in Lipoprotein Particles","LC","0.951(95% CI:0.798-1.135; P=0.5803207432)","0.88(95% CI:0.851-0.911; P=0)","0.953(95% CI:0.785-1.157; P=0.6249734344)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_PL","Total Phospholipids in Lipoprotein Particles","LC","0.964(95% CI:0.806-1.152; P=0.6849758306)","0.885(95% CI:0.854-0.918; P=0)","0.96(95% CI:0.789-1.169; P=0.6860333453)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_TG","Total Triglycerides","LC","1.128(95% CI:0.946-1.345; P=0.1801113155)","1.005(95% CI:0.969-1.041; P=0.8010155198)","1.14(95% CI:0.933-1.394; P=0.1999457532)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Tyr","Tyrosine","LC","0.91(95% CI:0.769-1.077; P=0.2733144045)","1.003(95% CI:0.969-1.038; P=0.8667368898)","0.837(95% CI:0.685-1.023; P=0.0817517149)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Unsaturation","Degree of Unsaturation","LC","0.821(95% CI:0.693-0.972; P=0.0221196062)","0.842(95% CI:0.812-0.872; P=0)","0.79(95% CI:0.646-0.966; P=0.0214279584)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Val","Valine","LC","0.817(95% CI:0.68-0.982; P=0.0316511057)","0.964(95% CI:0.929-1; P=0.0496827089)","0.781(95% CI:0.629-0.969; P=0.0248571801)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_C","VLDL Cholesterol","LC","0.962(95% CI:0.808-1.145; P=0.6601937627)","0.912(95% CI:0.882-0.944; P=0.0000001684)","0.964(95% CI:0.793-1.171; P=0.710223343)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_CE","Cholesteryl Esters in VLDL","LC","0.939(95% CI:0.791-1.115; P=0.4736552595)","0.902(95% CI:0.872-0.934; P=0.0000000036)","0.941(95% CI:0.776-1.141; P=0.5342513281)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_FC","Free Cholesterol in VLDL","LC","1.002(95% CI:0.841-1.193; P=0.9862655033)","0.931(95% CI:0.899-0.964; P=0.0000628069)","1.009(95% CI:0.829-1.229; P=0.9255415879)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_L","Total Lipids in VLDL","LC","1.051(95% CI:0.877-1.259; P=0.5907808745)","0.96(95% CI:0.926-0.995; P=0.0241305736)","1.056(95% CI:0.861-1.295; P=0.5997010042)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_PL","Phospholipids in VLDL","LC","1.036(95% CI:0.868-1.235; P=0.6959856451)","0.948(95% CI:0.915-0.982; P=0.0030506813)","1.045(95% CI:0.857-1.275; P=0.6606922817)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_TG","Triglycerides in VLDL","LC","1.107(95% CI:0.929-1.318; P=0.2545691553)","0.997(95% CI:0.962-1.034; P=0.8845776184)","1.119(95% CI:0.916-1.369; P=0.2713001393)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_C","Cholesterol in Very Large HDL","LC","0.925(95% CI:0.771-1.11; P=0.4010070354)","0.925(95% CI:0.887-0.965; P=0.0002888157)","0.871(95% CI:0.698-1.086; P=0.2193029678)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","LC","0.926(95% CI:0.771-1.112; P=0.4114598293)","0.917(95% CI:0.879-0.957; P=0.0000729501)","0.87(95% CI:0.696-1.087; P=0.2198058906)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","LC","0.923(95% CI:0.774-1.101; P=0.3758413335)","0.957(95% CI:0.92-0.995; P=0.0288814114)","0.88(95% CI:0.712-1.087; P=0.2353216572)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_PL","Phospholipids in Very Large HDL","LC","0.955(95% CI:0.795-1.146; P=0.6206583394)","0.963(95% CI:0.924-1.004; P=0.079102645)","0.892(95% CI:0.714-1.114; P=0.3146191785)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_TG","Triglycerides in Very Large HDL","LC","1.138(95% CI:0.97-1.336; P=0.1121248133)","0.997(95% CI:0.964-1.032; P=0.8782082887)","1.133(95% CI:0.95-1.352; P=0.1635556789)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_C","Cholesterol in Very Large VLDL","LC","1.04(95% CI:0.874-1.236; P=0.6604159225)","0.959(95% CI:0.926-0.994; P=0.0233672173)","1.053(95% CI:0.865-1.282; P=0.6080997766)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","LC","1.008(95% CI:0.848-1.198; P=0.9305817795)","0.938(95% CI:0.905-0.972; P=0.0004132602)","1.02(95% CI:0.838-1.242; P=0.8427741221)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","LC","1.071(95% CI:0.904-1.269; P=0.4275856099)","0.983(95% CI:0.949-1.019; P=0.3582173843)","1.085(95% CI:0.893-1.317; P=0.4115085138)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","LC","1.081(95% CI:0.913-1.281; P=0.3644994426)","0.992(95% CI:0.958-1.028; P=0.6697188588)","1.097(95% CI:0.904-1.331; P=0.3505764879)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","LC","1.101(95% CI:0.931-1.303; P=0.2600388555)","1.011(95% CI:0.976-1.048; P=0.534827959)","1.118(95% CI:0.92-1.357; P=0.2618811839)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XS_VLDL_C","Cholesterol in Very Small VLDL","LC","0.917(95% CI:0.772-1.089; P=0.3243365231)","0.906(95% CI:0.875-0.939; P=0.000000032)","0.915(95% CI:0.755-1.108; P=0.3626504219)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
