"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"M_LDL_TG","Triglycerides in Medium LDL","LC","1.197(95% CI:1.041-1.378; P=0.0118048137)","1.091(95% CI:1.057-1.126; P=0.0000000799)","1.27(95% CI:1.086-1.487; P=0.002831021)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_C","Cholesterol in Medium VLDL","LC","0.929(95% CI:0.799-1.081; P=0.3411705535)","0.843(95% CI:0.815-0.872; P=0)","0.916(95% CI:0.765-1.096; P=0.3381288626)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","LC","0.901(95% CI:0.777-1.046; P=0.1702602257)","0.825(95% CI:0.797-0.853; P=0)","0.869(95% CI:0.726-1.039; P=0.1235345595)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","LC","0.977(95% CI:0.838-1.139; P=0.7639111499)","0.882(95% CI:0.852-0.913; P=0)","0.994(95% CI:0.829-1.191; P=0.9476716007)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_PL","Phospholipids in Medium VLDL","LC","1.003(95% CI:0.86-1.171; P=0.9659518709)","0.902(95% CI:0.872-0.934; P=0.0000000035)","1.036(95% CI:0.865-1.242; P=0.6999025866)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_TG","Triglycerides in Medium VLDL","LC","1.081(95% CI:0.93-1.255; P=0.3103869778)","1.003(95% CI:0.969-1.038; P=0.8805817771)","1.157(95% CI:0.969-1.381; P=0.1071041303)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"MUFA","Monounsaturated Fatty Acids","LC","1.175(95% CI:1.007-1.37; P=0.0410274894)","1.119(95% CI:1.082-1.157; P=0)","1.237(95% CI:1.036-1.478; P=0.0189122694)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"non_HDL_C","Total Cholesterol Minus HDL-C","LC","0.924(95% CI:0.792-1.078; P=0.3135172553)","0.835(95% CI:0.809-0.863; P=0)","0.918(95% CI:0.768-1.097; P=0.346153268)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Omega_3","Omega-3 Fatty Acids","LC","0.918(95% CI:0.783-1.076; P=0.2918637178)","0.801(95% CI:0.772-0.83; P=0)","0.886(95% CI:0.733-1.07; P=0.2078780293)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Omega_6","Omega-6 Fatty Acids","LC","1.079(95% CI:0.918-1.269; P=0.3555352497)","0.834(95% CI:0.806-0.863; P=0)","1.096(95% CI:0.91-1.321; P=0.3337474878)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phe","Phenylalanine","LC","1.039(95% CI:0.903-1.197; P=0.5908827939)","0.999(95% CI:0.967-1.033; P=0.9668635299)","0.979(95% CI:0.817-1.174; P=0.8222860203)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phosphatidylc","Phosphatidylcholines","LC","1.076(95% CI:0.909-1.274; P=0.3945269427)","0.865(95% CI:0.835-0.896; P=0)","1.062(95% CI:0.879-1.283; P=0.5350748992)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phosphoglyc","Phosphoglycerides","LC","1.062(95% CI:0.899-1.256; P=0.477072372)","0.893(95% CI:0.862-0.925; P=0.0000000003)","1.058(95% CI:0.876-1.277; P=0.5586311452)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"PUFA","Polyunsaturated Fatty Acids","LC","1.043(95% CI:0.882-1.233; P=0.6227796259)","0.806(95% CI:0.779-0.834; P=0)","1.046(95% CI:0.865-1.264; P=0.6435585536)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Pyruvate","Pyruvate","LC","1.118(95% CI:0.976-1.28; P=0.1071150857)","1.092(95% CI:1.065-1.12; P=0)","1.103(95% CI:0.935-1.302; P=0.2462391782)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","LC","0.954(95% CI:0.816-1.114; P=0.5505170279)","0.859(95% CI:0.832-0.888; P=0)","0.948(95% CI:0.791-1.135; P=0.5588161507)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_C","Cholesterol in Small HDL","LC","0.967(95% CI:0.83-1.127; P=0.6711573949)","0.883(95% CI:0.853-0.913; P=0)","1.011(95% CI:0.843-1.213; P=0.9066881357)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_CE","Cholesteryl Esters in Small HDL","LC","0.934(95% CI:0.803-1.086; P=0.3724246148)","0.881(95% CI:0.852-0.911; P=0)","0.971(95% CI:0.81-1.162; P=0.7450585801)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_FC","Free Cholesterol in Small HDL","LC","1.081(95% CI:0.921-1.269; P=0.3387688305)","0.909(95% CI:0.878-0.942; P=0.0000000834)","1.125(95% CI:0.937-1.35; P=0.2066214761)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_PL","Phospholipids in Small HDL","LC","1.069(95% CI:0.916-1.249; P=0.3959687318)","0.985(95% CI:0.952-1.019; P=0.3696453578)","1.14(95% CI:0.952-1.364; P=0.1534758204)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_TG","Triglycerides in Small HDL","LC","1.153(95% CI:0.999-1.329; P=0.0508104683)","1.12(95% CI:1.084-1.157; P=0)","1.254(95% CI:1.063-1.479; P=0.0072801783)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_C","Cholesterol in Small LDL","LC","0.943(95% CI:0.809-1.098; P=0.4498129852)","0.844(95% CI:0.816-0.873; P=0)","0.953(95% CI:0.795-1.143; P=0.6061333275)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_CE","Cholesteryl Esters in Small LDL","LC","0.965(95% CI:0.827-1.126; P=0.6508502975)","0.865(95% CI:0.836-0.895; P=0)","0.991(95% CI:0.826-1.189; P=0.9214358313)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_FC","Free Cholesterol in Small LDL","LC","0.897(95% CI:0.774-1.039; P=0.1481218548)","0.811(95% CI:0.785-0.839; P=0)","0.872(95% CI:0.73-1.042; P=0.1319393252)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_PL","Phospholipids in Small LDL","LC","0.975(95% CI:0.838-1.134; P=0.7395764535)","0.869(95% CI:0.841-0.899; P=0)","0.98(95% CI:0.819-1.174; P=0.8298943445)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_TG","Triglycerides in Small LDL","LC","1.144(95% CI:0.995-1.316; P=0.059266764)","1.079(95% CI:1.045-1.114; P=0.0000036786)","1.219(95% CI:1.039-1.431; P=0.0152795579)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_C","Cholesterol in Small VLDL","LC","1.007(95% CI:0.864-1.175; P=0.9258480862)","0.921(95% CI:0.89-0.953; P=0.0000020881)","1.038(95% CI:0.867-1.243; P=0.681676817)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","LC","1.024(95% CI:0.879-1.194; P=0.7577811053)","0.945(95% CI:0.913-0.977; P=0.0010423666)","1.065(95% CI:0.89-1.273; P=0.4925771837)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_FC","Free Cholesterol in Small VLDL","LC","0.981(95% CI:0.842-1.142; P=0.80079666)","0.884(95% CI:0.855-0.915; P=0)","0.998(95% CI:0.834-1.195; P=0.9864842909)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_PL","Phospholipids in Small VLDL","LC","1.033(95% CI:0.885-1.204; P=0.6830407511)","0.922(95% CI:0.891-0.954; P=0.0000029808)","1.074(95% CI:0.897-1.285; P=0.4380418279)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_TG","Triglycerides in Small VLDL","LC","1.162(95% CI:1.006-1.343; P=0.0418644275)","1.062(95% CI:1.027-1.098; P=0.0004659846)","1.243(95% CI:1.049-1.472; P=0.0118831199)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"SFA","Saturated Fatty Acids","LC","1.089(95% CI:0.929-1.277; P=0.2927345096)","1.046(95% CI:1.011-1.081; P=0.009162856)","1.137(95% CI:0.949-1.363; P=0.1647934031)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Sphingomyelins","Sphingomyelins","LC","0.948(95% CI:0.811-1.108; P=0.5013616383)","0.881(95% CI:0.85-0.912; P=0)","0.901(95% CI:0.749-1.084; P=0.2701585236)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_C","Total Cholesterol","LC","0.929(95% CI:0.797-1.082; P=0.3425368321)","0.813(95% CI:0.787-0.84; P=0)","0.904(95% CI:0.756-1.081; P=0.2671344175)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_CE","Total Esterified Cholesterol","LC","0.922(95% CI:0.792-1.073; P=0.2941997548)","0.807(95% CI:0.781-0.834; P=0)","0.893(95% CI:0.747-1.067; P=0.2138194395)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_FA","Total Fatty Acids","LC","1.109(95% CI:0.941-1.306; P=0.2164787969)","0.988(95% CI:0.954-1.022; P=0.4773613294)","1.148(95% CI:0.954-1.381; P=0.144591786)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_FC","Total Free Cholesterol","LC","0.948(95% CI:0.812-1.107; P=0.5010112378)","0.828(95% CI:0.801-0.856; P=0)","0.934(95% CI:0.78-1.119; P=0.4609523883)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_L","Total Lipids in Lipoprotein Particles","LC","1.003(95% CI:0.853-1.178; P=0.9749330431)","0.876(95% CI:0.847-0.906; P=0)","1.014(95% CI:0.843-1.22; P=0.8838747978)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_PL","Total Phospholipids in Lipoprotein Particles","LC","1.017(95% CI:0.864-1.198; P=0.8355195318)","0.875(95% CI:0.845-0.906; P=0)","1.01(95% CI:0.838-1.217; P=0.9197535147)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_TG","Total Triglycerides","LC","1.119(95% CI:0.961-1.302; P=0.1474461732)","1.072(95% CI:1.037-1.109; P=0.0000503126)","1.2(95% CI:1.004-1.435; P=0.0455578067)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Tyr","Tyrosine","LC","0.911(95% CI:0.782-1.062; P=0.2330130882)","0.951(95% CI:0.919-0.984; P=0.003700579)","0.857(95% CI:0.71-1.034; P=0.1076642075)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Unsaturation","Degree of Unsaturation","LC","0.832(95% CI:0.722-0.958; P=0.0107572451)","0.717(95% CI:0.693-0.741; P=0)","0.763(95% CI:0.64-0.909; P=0.0024936194)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Val","Valine","LC","0.82(95% CI:0.698-0.964; P=0.0163817218)","0.914(95% CI:0.882-0.948; P=0.0000009032)","0.82(95% CI:0.675-0.996; P=0.0459731121)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_C","VLDL Cholesterol","LC","1.003(95% CI:0.858-1.174; P=0.9660714073)","0.931(95% CI:0.9-0.963; P=0.0000307476)","1.031(95% CI:0.859-1.237; P=0.7451661914)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_CE","Cholesteryl Esters in VLDL","LC","0.984(95% CI:0.842-1.148; P=0.8334399441)","0.911(95% CI:0.881-0.942; P=0.000000048)","1(95% CI:0.834-1.198; P=0.9964204279)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_FC","Free Cholesterol in VLDL","LC","1.035(95% CI:0.886-1.208; P=0.663316666)","0.965(95% CI:0.933-0.998; P=0.0401703294)","1.084(95% CI:0.904-1.299; P=0.3833942785)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_L","Total Lipids in VLDL","LC","1.067(95% CI:0.911-1.249; P=0.4220016948)","1.009(95% CI:0.975-1.044; P=0.6250099971)","1.13(95% CI:0.939-1.36; P=0.1950282588)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_PL","Phospholipids in VLDL","LC","1.064(95% CI:0.911-1.242; P=0.4341875543)","0.993(95% CI:0.96-1.028; P=0.7034683247)","1.122(95% CI:0.936-1.345; P=0.2119864927)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_TG","Triglycerides in VLDL","LC","1.093(95% CI:0.94-1.27; P=0.2469146768)","1.059(95% CI:1.024-1.096; P=0.0008939966)","1.176(95% CI:0.983-1.406; P=0.0762657589)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_C","Cholesterol in Very Large HDL","LC","0.976(95% CI:0.838-1.136; P=0.7492241757)","0.879(95% CI:0.846-0.913; P=0)","0.858(95% CI:0.705-1.042; P=0.1228147595)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","LC","0.975(95% CI:0.837-1.136; P=0.746639325)","0.868(95% CI:0.835-0.902; P=0)","0.855(95% CI:0.703-1.041; P=0.1187075832)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","LC","0.978(95% CI:0.842-1.136; P=0.7741206179)","0.925(95% CI:0.892-0.96; P=0.0000315053)","0.872(95% CI:0.721-1.055; P=0.1588426929)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_PL","Phospholipids in Very Large HDL","LC","0.988(95% CI:0.847-1.154; P=0.8812655571)","0.919(95% CI:0.885-0.955; P=0.0000138705)","0.866(95% CI:0.709-1.057; P=0.1559046714)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_TG","Triglycerides in Very Large HDL","LC","1.156(95% CI:1-1.337; P=0.049232554)","1.043(95% CI:1.009-1.077; P=0.0127570568)","1.183(95% CI:1.003-1.394; P=0.045669221)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_C","Cholesterol in Very Large VLDL","LC","1.051(95% CI:0.904-1.223; P=0.5169843075)","1.01(95% CI:0.976-1.045; P=0.5705528073)","1.124(95% CI:0.941-1.342; P=0.1984157954)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","LC","1.03(95% CI:0.885-1.2; P=0.7001765765)","0.978(95% CI:0.945-1.012; P=0.1953840707)","1.093(95% CI:0.913-1.308; P=0.3312472836)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","LC","1.069(95% CI:0.923-1.239; P=0.3730823318)","1.043(95% CI:1.008-1.078; P=0.0149256004)","1.148(95% CI:0.966-1.364; P=0.1177138454)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","LC","1.075(95% CI:0.929-1.245; P=0.3316100177)","1.055(95% CI:1.02-1.09; P=0.0018767229)","1.157(95% CI:0.975-1.373; P=0.0957770047)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","LC","1.078(95% CI:0.933-1.246; P=0.3089658205)","1.077(95% CI:1.042-1.113; P=0.0000119255)","1.165(95% CI:0.982-1.382; P=0.0790143041)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_C","Cholesterol in Very Small VLDL","LC","0.973(95% CI:0.833-1.135; P=0.7241629643)","0.899(95% CI:0.868-0.93; P=0.0000000009)","0.954(95% CI:0.796-1.143; P=0.6117848879)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","LC","0.948(95% CI:0.813-1.105; P=0.4938813928)","0.88(95% CI:0.85-0.91; P=0)","0.922(95% CI:0.77-1.105; P=0.3791538126)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","LC","1.037(95% CI:0.888-1.21; P=0.6494294512)","0.952(95% CI:0.92-0.985; P=0.0042752743)","1.04(95% CI:0.87-1.244; P=0.6649907091)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","LC","1.084(95% CI:0.929-1.265; P=0.304065917)","1.001(95% CI:0.967-1.035; P=0.9726539504)","1.1(95% CI:0.922-1.312; P=0.2887122549)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","LC","1.201(95% CI:1.042-1.383; P=0.0112677935)","1.114(95% CI:1.079-1.15; P=0)","1.26(95% CI:1.074-1.477; P=0.0045580527)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","LC","1.083(95% CI:0.938-1.25; P=0.2761728086)","1.083(95% CI:1.048-1.119; P=0.0000017632)","1.16(95% CI:0.98-1.374; P=0.0841044845)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","LC","1.077(95% CI:0.932-1.245; P=0.311822488)","1.072(95% CI:1.037-1.108; P=0.0000376207)","1.152(95% CI:0.972-1.367; P=0.1024876146)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","LC","1.085(95% CI:0.943-1.249; P=0.2536011846)","1.092(95% CI:1.058-1.128; P=0.0000000633)","1.161(95% CI:0.985-1.37; P=0.0758234176)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","LC","1.084(95% CI:0.943-1.246; P=0.2568455723)","1.098(95% CI:1.064-1.134; P=0.000000007)","1.16(95% CI:0.985-1.366; P=0.0758898863)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","LC","1.062(95% CI:0.92-1.225; P=0.4126521374)","1.093(95% CI:1.059-1.128; P=0.0000000411)","1.141(95% CI:0.965-1.349; P=0.1220397527)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetate","Acetate","PCa","1.031(95% CI:0.972-1.093; P=0.3083982715)","0.992(95% CI:0.971-1.014; P=0.4745927488)","1.014(95% CI:0.931-1.104; P=0.7523342276)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetoacetate","Acetoacetate","PCa","0.973(95% CI:0.884-1.072; P=0.582009413)","1.005(95% CI:0.986-1.025; P=0.6018971992)","0.95(95% CI:0.852-1.06; P=0.3594371023)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetone","Acetone","PCa","0.952(95% CI:0.857-1.058; P=0.3600880409)","1.018(95% CI:0.999-1.037; P=0.0680295041)","0.963(95% CI:0.865-1.072; P=0.4941398977)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Ala","Alanine","PCa","0.942(95% CI:0.858-1.035; P=0.2133675588)","0.939(95% CI:0.92-0.957; P=0.0000000004)","0.995(95% CI:0.897-1.104; P=0.9313607996)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Albumin","Albumin","PCa","1.084(95% CI:0.982-1.198; P=0.1095311258)","1.001(95% CI:0.981-1.021; P=0.9133120211)","1.095(95% CI:0.985-1.216; P=0.0927016179)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoA1","Apolipoprotein A1","PCa","0.966(95% CI:0.882-1.058; P=0.4560918689)","1.011(95% CI:0.992-1.031; P=0.2698908494)","0.986(95% CI:0.891-1.092; P=0.7903458111)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoB","Apolipoprotein B","PCa","1.132(95% CI:1.029-1.245; P=0.0106018257)","1.002(95% CI:0.983-1.022; P=0.8051340134)","1.163(95% CI:1.048-1.291; P=0.0045590846)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"bOHbutyrate","3-Hydroxybutyrate","PCa","0.94(95% CI:0.847-1.044; P=0.2489644927)","1.01(95% CI:0.991-1.03; P=0.2956415143)","0.975(95% CI:0.876-1.085; P=0.6408007563)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Cholines","Total Cholines","PCa","1.049(95% CI:0.953-1.155; P=0.329201796)","0.999(95% CI:0.98-1.019; P=0.9257166602)","1.094(95% CI:0.987-1.213; P=0.0886586253)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Citrate","Citrate","PCa","0.885(95% CI:0.803-0.975; P=0.0138828462)","0.977(95% CI:0.958-0.997; P=0.0226259158)","0.908(95% CI:0.818-1.008; P=0.0698117504)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Clinical_LDL_C","Clinical LDL Cholesterol","PCa","1.133(95% CI:1.03-1.247; P=0.0105073437)","1.021(95% CI:1.002-1.042; P=0.0326483672)","1.152(95% CI:1.036-1.28; P=0.0089289923)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Creatinine","Creatinine","PCa","0.99(95% CI:0.903-1.084; P=0.8244820128)","1.014(95% CI:0.995-1.033; P=0.1436535332)","1.068(95% CI:0.965-1.181; P=0.2053761877)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"DHA","Docosahexaenoic Acid","PCa","0.971(95% CI:0.886-1.063; P=0.52117506)","1.077(95% CI:1.058-1.097; P=0)","0.993(95% CI:0.896-1.099; P=0.8878969168)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Gln","Glutamine","PCa","1.025(95% CI:0.935-1.123; P=0.601756611)","0.988(95% CI:0.969-1.008; P=0.2353224942)","1.044(95% CI:0.941-1.158; P=0.4186210686)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Glucose","Glucose","PCa","0.904(95% CI:0.822-0.994; P=0.036578495)","0.946(95% CI:0.926-0.965; P=0.0000000888)","0.893(95% CI:0.8-0.995; P=0.0406792382)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Gly","Glycine","PCa","0.975(95% CI:0.888-1.071; P=0.6001418212)","0.983(95% CI:0.964-1.003; P=0.0923804023)","1.057(95% CI:0.954-1.17; P=0.2908800119)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"GlycA","Glycoprotein Acetyls","PCa","1.075(95% CI:0.98-1.179; P=0.1261683897)","0.964(95% CI:0.945-0.984; P=0.0004018165)","1.133(95% CI:1.023-1.256; P=0.0163817575)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_C","HDL Cholesterol","PCa","0.956(95% CI:0.874-1.046; P=0.3244888253)","1.032(95% CI:1.012-1.052; P=0.0013081134)","0.958(95% CI:0.867-1.06; P=0.4094318802)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_CE","Cholesteryl Esters in HDL","PCa","0.955(95% CI:0.873-1.044; P=0.3076456188)","1.034(95% CI:1.015-1.054; P=0.0005831342)","0.952(95% CI:0.861-1.054; P=0.3454672441)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_FC","Free Cholesterol in HDL","PCa","0.959(95% CI:0.876-1.05; P=0.3650950025)","1.022(95% CI:1.002-1.041; P=0.0288720633)","0.977(95% CI:0.884-1.08; P=0.6448453097)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_L","Total Lipids in HDL","PCa","0.953(95% CI:0.87-1.045; P=0.3064410481)","1.017(95% CI:0.997-1.036; P=0.098449867)","0.971(95% CI:0.877-1.075; P=0.5657288231)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_PL","Phospholipids in HDL","PCa","0.949(95% CI:0.865-1.041; P=0.2646257718)","1.01(95% CI:0.99-1.03; P=0.3317425783)","0.968(95% CI:0.874-1.073; P=0.5397090272)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_TG","Triglycerides in HDL","PCa","1.018(95% CI:0.927-1.117; P=0.7150152171)","0.95(95% CI:0.931-0.97; P=0.0000010004)","1.06(95% CI:0.957-1.173; P=0.264641493)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"His","Histidine","PCa","1.031(95% CI:0.939-1.133; P=0.5188664223)","1.018(95% CI:0.999-1.039; P=0.0680034338)","1.052(95% CI:0.948-1.167; P=0.340577659)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_C","Cholesterol in IDL","PCa","1.095(95% CI:0.998-1.201; P=0.0563234749)","1.026(95% CI:1.007-1.046; P=0.0085185065)","1.114(95% CI:1.005-1.234; P=0.0400041991)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_CE","Cholesteryl Esters in IDL","PCa","1.092(95% CI:0.995-1.198; P=0.0637107604)","1.025(95% CI:1.005-1.045; P=0.0127326034)","1.113(95% CI:1.005-1.233; P=0.0403158891)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_FC","Free Cholesterol in IDL","PCa","1.092(95% CI:0.998-1.196; P=0.0565510919)","1.025(95% CI:1.006-1.045; P=0.011309642)","1.106(95% CI:0.999-1.224; P=0.0520698695)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_PL","Phospholipids in IDL","PCa","1.1(95% CI:1.003-1.207; P=0.043190806)","1.018(95% CI:0.999-1.038; P=0.0650149606)","1.12(95% CI:1.011-1.24; P=0.0293072736)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_TG","Triglycerides in IDL","PCa","1.034(95% CI:0.941-1.137; P=0.4834218327)","0.953(95% CI:0.933-0.972; P=0.0000041216)","1.075(95% CI:0.971-1.189; P=0.1641584285)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Ile","Isoleucine","PCa","1.008(95% CI:0.921-1.105; P=0.8580013864)","0.99(95% CI:0.97-1.009; P=0.3009620018)","1.012(95% CI:0.912-1.122; P=0.8248112283)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_C","Cholesterol in Large HDL","PCa","0.93(95% CI:0.849-1.019; P=0.1184971384)","1.041(95% CI:1.022-1.061; P=0.0000248762)","0.922(95% CI:0.832-1.022; P=0.1215500337)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_CE","Cholesteryl Esters in Large HDL","PCa","0.929(95% CI:0.849-1.018; P=0.1132780052)","1.043(95% CI:1.023-1.063; P=0.0000126116)","0.919(95% CI:0.83-1.019; P=0.1089617389)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_FC","Free Cholesterol in Large HDL","PCa","0.929(95% CI:0.848-1.018; P=0.1132796106)","1.034(95% CI:1.014-1.053; P=0.0005339194)","0.928(95% CI:0.837-1.028; P=0.1522177451)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_PL","Phospholipids in Large HDL","PCa","0.918(95% CI:0.837-1.007; P=0.0702347386)","1.031(95% CI:1.012-1.051; P=0.0016311399)","0.92(95% CI:0.829-1.02; P=0.1134650232)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
